binomial	stateabr
Cheiloplecton rigidum	NAY
Gaga angustifolia	NAY
Gaga arizonica	NAY
Gaga cuneata	NAY
Gaga chaerophylla	NAY
Gaga decomposita	NAY
Gaga kaulfussii	NAY
Gaga marginata	NAY
Hemionitis palmata	NAY
Hemionitis subcordata	NAY
Myriopteris allosuroides	NAY
Myriopteris aurea	NAY
Myriopteris lendigera	NAY
Myriopteris myriophylla	NAY
Notholaena aurantiaca	NAY
Notholaena candida	NAY
Notholaena galeottii	NAY
Notholaena jaliscana	NAY
Notholaena ochracea	NAY
Pellaea cordifolia	NAY
Pellaea ovata	NAY
Pellaea pringlei	NAY
Pellaea seemanii	NAY
Pellaea ternifolia	NAY
Pellaea ×oaxacana	NAY
Pityrogramma calomelanos	NAY
Pityrogramma dealbata	NAY
Pityrogramma ebenea	NAY
Pteris biaurita	NAY
Pteris erosa	NAY
Pteris longifolia	NAY
Vittaria graminifolia	NAY
x Hemionanthes	NAY
Azolla microphylla	NAY
Selaginella delicatissima	NAY
Selaginella eurynota	NAY
Selaginella hoffmannii	NAY
Selaginella landii	NAY
Selaginella lepidophylla	NAY
Selaginella lineolata	NAY
Selaginella marginata	NAY
Selaginella minima	NAY
Selaginella pallescens	NAY
Selaginella porphyrospora	NAY
Selaginella sartorii	NAY
Selaginella schaffneri	NAY
Selaginella sertata	NAY
Selaginella simplex	NAY
Selaginella tarda	NAY
Selaginella tenella	NAY
Tectaria heracleifolia	NAY
Tectaria mexicana	NAY
Thelypteris concinna	NAY
Thelypteris hispidula	NAY
Thelypteris oligocarpa	NAY
Thelypteris ovata	NAY
Thelypteris pilosa	NAY
Thelypteris puberula	NAY
Thelypteris quadrangularis	NAY
Thelypteris resinifera	NAY
Thelypteris rudis	NAY
Thelypteris serrata	NAY
Thelypteris tetragona	NAY
Woodsia mollis	NAY
Cupressus arizonica	NAY
Cupressus lusitanica	NAY
Juniperus flaccida	NAY
Juniperus jaliscana	NAY
Taxodium mucronatum	NAY
Pinus arizonica	NAY
Pinus cembroides	NAY
Pinus devoniana	NAY
Pinus douglasiana	NAY
Pinus durangensis	NAY
Pinus hartwegii	NAY
Pinus jaliscana	NAY
Pinus lawsonii	NAY
Pinus leiophylla	NAY
Pinus lumholtzii	NAY
Pinus luzmariae	NAY
Pinus maximinoi	NAY
Pinus montezumae	NAY
Pinus oocarpa	NAY
Pinus patula	NAY
Pinus praetermissa	NAY
Pinus pringlei	NAY
Pinus pseudostrobus	NAY
Pinus teocote	NAY
Podocarpus matudae	NAY
Dioon edule	NAY
Dioon sonorense	NAY
Dioon tomasellii	NAY
Zamia loddigesii	NAY
Aphelandra aurantiaca	NAY
Aphelandra madrensis	NAY
Avicennia germinans	NAY
Barleria oenotheroides	NAY
Carlowrightia arizonica	NAY
Carlowrightia huicholiana	NAY
Carlowrightia mcvaughii	NAY
Dicliptera inaequalis	NAY
Dicliptera nervata	NAY
Dicliptera resupinata	NAY
Dicliptera thlaspioides	NAY
Dyschoriste hirsutissima	NAY
Dyschoriste linearis	NAY
Dyschoriste novogaliciana	NAY
Dyschoriste ovata	NAY
Dyschoriste pringlei	NAY
Dyschoriste quadrangularis	NAY
Dyschoriste rosei	NAY
Dyschoriste schiedeana	NAY
Dyschoriste xylopoda	NAY
Elytraria bromoides	NAY
Elytraria imbricata	NAY
Henrya insularis	NAY
Henrya tuberculosperma	NAY
Holographis peloria	NAY
Justicia aurea	NAY
Justicia candicans	NAY
Justicia caudata	NAY
Justicia furcata	NAY
Justicia ixtlania	NAY
Justicia nelsonii	NAY
Justicia salviiflora	NAY
Justicia spicigera	NAY
Louteridium mexicanum	NAY
Mexacanthus mcvaughii	NAY
Odontonema auriculatum	NAY
Odontonema glaberrimum	NAY
Pseuderanthemum praecox	NAY
Ruellia blechum	NAY
Ruellia bourgaei	NAY
Ruellia foetida	NAY
Ruellia geminiflora	NAY
Ruellia hookeriana	NAY
Ruellia intermedia	NAY
Ruellia inundata	NAY
Ruellia mcvaughii	NAY
Ruellia nudiflora	NAY
Ruellia oaxacana	NAY
Ruellia paniculata	NAY
Ruellia runyonii	NAY
Ruellia spissa	NAY
Ruellia stemonacanthoides	NAY
Stenandrium dulce	NAY
Tetramerium abditum	NAY
Tetramerium glutinosum	NAY
Tetramerium nervosum	NAY
Tetramerium rubrum	NAY
Tetramerium tenuissimum	NAY
Saurauia serrata	NAY
Achatocarpus gracilis	NAY
Phaulothamnus spinescens	NAY
Sambucus nigra	NAY
Viburnum elatum	NAY
Sesuvium portulacastrum	NAY
Trianthema portulacastrum	NAY
Echinodorus andrieuxii	NAY
Echinodorus berteroi	NAY
Echinodorus virgatus	NAY
Limnocharis flava	NAY
Limnocharis laforestii	NAY
Sagittaria guayanensis	NAY
Sagittaria lancifolia	NAY
Sagittaria latifolia	NAY
Sagittaria longiloba	NAY
Sagittaria montevidensis	NAY
Bomarea edulis	NAY
Alternanthera bettzickiana	NAY
Alternanthera pungens	NAY
Alternanthera pycnantha	NAY
Alternanthera sessilis	NAY
Amaranthus brandegei	NAY
Amaranthus hybridus	NAY
Amaranthus polygonoides	NAY
Amaranthus retroflexus	NAY
Amaranthus spinosus	NAY
Celosia argentea	NAY
Celosia nitida	NAY
Chamissoa altissima	NAY
Dysphania ambrosioides	NAY
Froelichia interrupta	NAY
Gomphrena nitida	NAY
Gomphrena pilosa	NAY
Gomphrena serrata	NAY
Gomphrena sonorae	NAY
Iresine calea	NAY
Iresine diffusa	NAY
Iresine herbstii	NAY
Iresine interrupta	NAY
Iresine nigra	NAY
Iresine rzedowskii	NAY
Allium glandulosum	NAY
Allium kunthii	NAY
Crinum americanum	NAY
Crinum erubescens	NAY
Habranthus tepicensis	NAY
Hymenocallis acutifolia	NAY
Hymenocallis araniflora	NAY
Hymenocallis azteciana	NAY
Hymenocallis concinna	NAY
Hymenocallis howardii	NAY
Hymenocallis jaliscensis	NAY
Hymenocallis phalangidis	NAY
Hymenocallis proterantha	NAY
Hymenocallis sonorensis	NAY
Hymenocallis woelfleana	NAY
Sprekelia formosissima	NAY
Zephyranthes fosteri	NAY
Zephyranthes lindleyana	NAY
Amphipterygium adstringens	NAY
Amphipterygium glaucum	NAY
Amphipterygium molle	NAY
Astronium graveolens	NAY
Comocladia mollissima	NAY
Cyrtocarpa kruseana	NAY
Cyrtocarpa procera	NAY
Pseudosmodingium perniciosum	NAY
Rhus barclayi	NAY
Rhus schiedeana	NAY
Rhus terebinthifolia	NAY
Rhus trilobata	NAY
Spondias mombin	NAY
Spondias purpurea	NAY
Spondias radlkoferi	NAY
Toxicodendron radicans	NAY
Annona glabra	NAY
Annona longiflora	NAY
Annona reticulata	NAY
Cymbopetalum hintonii	NAY
Cymbopetalum penduliflorum	NAY
Desmopsis trunciflora	NAY
Sapranthus violaceus	NAY
Arracacia tolucensis	NAY
Coulterophytum macrophyllum	NAY
Donnellsmithia juncea	NAY
Donnellsmithia mexicana	NAY
Donnellsmithia ovata	NAY
Donnellsmithia pinnatisecta	NAY
Donnellsmithia serrata	NAY
Donnellsmithia submontana	NAY
Enantiophylla heydeana	NAY
Eryngium beecheyanum	NAY
Eryngium crassisquamosum	NAY
Eryngium ferrisiae	NAY
Eryngium globosum	NAY
Eryngium heterophyllum	NAY
Eryngium longifolium	NAY
Eryngium mexiae	NAY
Eryngium rosei	NAY
Eryngium sparganophyllum	NAY
Micropleura renifolia	NAY
Neogoezia planipetala	NAY
Prionosciadium acuminatum	NAY
Prionosciadium diversifolium	NAY
Prionosciadium lilacinum	NAY
Prionosciadium serratum	NAY
Prionosciadium thapsoides	NAY
Prionosciadium townsendii	NAY
Rhodosciadium macrophyllum	NAY
Spananthe paniculata	NAY
Tauschia linearifolia	NAY
Tauschia madrensis	NAY
Tauschia nudicaulis	NAY
CHIS, COL,	NAY
Allamanda cathartica	NAY
Apocynum cannabinum	NAY
Asclepias angustifolia	NAY
Asclepias auriculata	NAY
Asclepias curassavica	NAY
Asclepias fournieri	NAY
Asclepias glaucescens	NAY
Asclepias jaliscana	NAY
Asclepias lemmonii	NAY
Asclepias notha	NAY
Asclepias otarioides	NAY
Asclepias ovata	NAY
Asclepias pratensis	NAY
Asclepias pringlei	NAY
Asclepias puberula	NAY
Asclepias scheryi	NAY
Blepharodon mucronatum	NAY
Cascabela ovata	NAY
Cascabela thevetia	NAY
Cynanchum jaliscanum	NAY
Cynanchum ligulatum	NAY
Dictyanthus pavonii	NAY
Dictyanthus reticulatus	NAY
Dictyanthus sepicola	NAY
Dictyanthus tuberosus	NAY
Fernaldia pandurata	NAY
Forsteronia spicata	NAY
Funastrum clausum	NAY
Funastrum cynanchoides	NAY
Funastrum odoratum	NAY
Funastrum pannosum	NAY
Gonolobus barbatus	NAY
Gonolobus croceus	NAY
Gonolobus erianthus	NAY
Gonolobus jaliscensis	NAY
Gonolobus pectinatus	NAY
Laubertia contorta	NAY
Macroscepis diademata	NAY
Mandevilla foliosa	NAY
Mandevilla holosericea	NAY
Mandevilla pringlei	NAY
Mandevilla subsagittata	NAY
Marsdenia astephanoides	NAY
Marsdenia edulis	NAY
Marsdenia lanata	NAY
Marsdenia mayana	NAY
Marsdenia propinqua	NAY
Marsdenia tholiformis	NAY
Marsdenia trivirgulata	NAY
Marsdenia zimapanica	NAY
Matelea angustiloba	NAY
Matelea pilosa	NAY
Metastelma californicum	NAY
Metastelma mexicanum	NAY
Metastelma schaffneri	NAY
Metastelma schlechtendalii	NAY
Plumeria obtusa	NAY
Plumeria rubra	NAY
Polystemma guatemalense	NAY
Prestonia contorta	NAY
Prestonia mexicana	NAY
Prosthecidiscus guatemalensis	NAY
Rauvolfia tetraphylla	NAY
Tabernaemontana alba	NAY
Tabernaemontana amygdalifolia	NAY
Tabernaemontana donnell-smithii	NAY
Tabernaemontana grandiflora	NAY
Tabernaemontana litoralis	NAY
Tabernaemontana odontadeniiflora	NAY
Tabernaemontana tomentosa	NAY
Telosiphonia hypoleuca	NAY
Thenardia floribunda	NAY
Thevetia ahouai	NAY
Vallesia glabra	NAY
Ilex brandegeana	NAY
Ilex discolor	NAY
Ilex dugesii	NAY
Ilex mexicana	NAY
Ilex rubra	NAY
Anthurium halmoorei	NAY
Anthurium schlechtendalii	NAY
Arisaema macrospathum	NAY
Lemna aequinoctialis	NAY
Monstera deliciosa	NAY
Philodendron dressleri	NAY
Philodendron hederaceum	NAY
Philodendron radiatum	NAY
Philodendron tripartitum	NAY
Philodendron warscewiczii	NAY
Pistia stratiotes	NAY
Spirodela polyrrhiza	NAY
Syngonium hoffmannii	NAY
Syngonium neglectum	NAY
Syngonium podophyllum	NAY
Xanthosoma mexicanum	NAY
Xanthosoma robustum	NAY
Xanthosoma sagittifolium	NAY
Xanthosoma wendlandii	NAY
Aralia humilis	NAY
Dendropanax arboreus	NAY
Dendropanax insulare	NAY
Hydrocotyle mexicana	NAY
Hydrocotyle umbellata	NAY
Oreopanax peltatus	NAY
Oreopanax xalapensis	NAY
Sciadodendron excelsum	NAY
Acrocomia aculeata	NAY
Astrocaryum mexicanum	NAY
Attalea cohune	NAY
Attalea guacuyule	NAY
Brahea aculeata	NAY
Brahea dulcis	NAY
Brahea pimo	NAY
Brahea sarukhanii	NAY
Cryosophila nana	NAY
Chamaedorea pochutlensis	NAY
Chamaedorea radicalis	NAY
Sabal mexicana	NAY
Sabal pumos	NAY
Sabal rosei	NAY
Aristolochia bracteosa	NAY
Aristolochia brevipes	NAY
Aristolochia carterae	NAY
Aristolochia davilae	NAY
Aristolochia durangensis	NAY
Aristolochia monticola	NAY
Aristolochia odoratissima	NAY
Aristolochia orbicularis	NAY
Aristolochia pentandra	NAY
Aristolochia porphyrophylla	NAY
Aristolochia pringlei	NAY
Aristolochia savannoidea	NAY
Aristolochia sinaloae	NAY
Aristolochia taliscana	NAY
Aristolochia tequilana	NAY
Aristolochia tresmariae	NAY
Agave americana	NAY
Agave angustifolia	NAY
Agave colimana	NAY
Agave flexispina	NAY
Agave geminiflora	NAY
Agave guadalajarana	NAY
Agave impressa	NAY
Agave maximiliana	NAY
Agave nayaritensis	NAY
Agave ornithobroma	NAY
Agave pedunculifera	NAY
Agave rhodacantha	NAY
Agave schidigera	NAY
Agave tequilana	NAY
Bessera elegans	NAY
Bessera tuitensis	NAY
Dasylirion acrotrichum	NAY
Echeandia crudeniana	NAY
Echeandia flavescens	NAY
Echeandia flexuosa	NAY
Echeandia gentryi	NAY
Echeandia mcvaughii	NAY
Echeandia mexicana	NAY
Echeandia nayaritensis	NAY
Echeandia novogaliciana	NAY
Echeandia occidentalis	NAY
Echeandia parvicapsulata	NAY
Echeandia ramosissima	NAY
Echeandia reflexa	NAY
Echeandia scabrella	NAY
Echeandia sinaloensis	NAY
Furcraea guerrerensis	NAY
Manfreda elongata	NAY
Manfreda guttata	NAY
Manfreda involuta	NAY
Manfreda jaliscana	NAY
Manfreda planifolia	NAY
Manfreda pringlei	NAY
Manfreda rubescens	NAY
Manfreda scabra	NAY
Milla biflora	NAY
Nolina juncea	NAY
Nolina parviflora	NAY
Nolina pumila	NAY
Polianthes geminiflora	NAY
Polianthes montana	NAY
Polianthes palustris	NAY
Polianthes platyphylla	NAY
Polianthes pringlei	NAY
Prochnyanthes mexicana	NAY
Yucca jaliscensis	NAY
Acmella radicans	NAY
Acmella repens	NAY
Acourtia fruticosa	NAY
Acourtia grandifolia	NAY
Acourtia longifolia	NAY
Acourtia macrocephala	NAY
Acourtia nelsonii	NAY
Acourtia nudiuscula	NAY
Acourtia patens	NAY
Acourtia wislizeni	NAY
Achillea millefolium	NAY
Adenophyllum anomalum	NAY
Adenophyllum cancellatum	NAY
Adenophyllum porophyllum	NAY
Adenophyllum squamosum	NAY
Ageratella microphylla	NAY
Ageratina adenophora	NAY
Ageratina areolaris	NAY
Ageratina arsenei	NAY
Ageratina beamanii	NAY
Ageratina blepharilepis	NAY
Ageratina calaminthifolia	NAY
Ageratina conspicua	NAY
Ageratina choricephala	NAY
Ageratina espinosarum	NAY
Ageratina gonzalezorum	NAY
Ageratina grashoffii	NAY
Ageratina jaliscensis	NAY
Ageratina lasioneura	NAY
Ageratina leptodictyon	NAY
Ageratina ligustrina	NAY
Ageratina mairetiana	NAY
Ageratina malacolepis	NAY
Ageratina muelleri	NAY
Ageratina oligocephala	NAY
Ageratina palmeri	NAY
Ageratina paupercula	NAY
Ageratina pazcuarensis	NAY
Ageratina pichinchensis	NAY
Ageratina rubricaulis	NAY
Ageratina thyrsiflora	NAY
Ageratina triniona	NAY
Ageratina wrightii	NAY
Ageratum conyzoides	NAY
Ageratum corymbosum	NAY
Ageratum houstonianum	NAY
Aldama angustifolia	NAY
Aldama buddleiiformis	NAY
Aldama dentata	NAY
Aldama ensifolia	NAY
Aldama flava	NAY
Aldama ghiesbreghtii	NAY
Aldama hypochlora	NAY
Aldama latibracteata	NAY
Aldama linearis	NAY
Aldama pachycephala	NAY
Aldama parkinsonii	NAY
Aldama pringlei	NAY
Aldama squarrosa	NAY
Alloispermum michoacanum	NAY
Alloispermum palmeri	NAY
Alloispermum scabrifolium	NAY
Alloispermum scabrum	NAY
Alloispermum tridacoides	NAY
Amauriopsis glandulosa	NAY
Ambrosia artemisiifolia	NAY
Ambrosia peruviana	NAY
Archibaccharis hirtella	NAY
Archibaccharis schiedeana	NAY
Archibaccharis serratifolia	NAY
Artemisia ludoviciana	NAY
Astranthium xylopodum	NAY
Axiniphyllum durangense	NAY
Baccharis heterophylla	NAY
Baccharis occidentalis	NAY
Baccharis pteronioides	NAY
Baccharis salicifolia	NAY
Baccharis squarrosa	NAY
Baccharis thesioides	NAY
Baccharis trinervis	NAY
Barkleyanthus salicifolius	NAY
Bidens acrifolia	NAY
Bidens alba	NAY
Bidens angustissima	NAY
Bidens aurea	NAY
Bidens cordylocarpa	NAY
Bidens ferulifolia	NAY
Bidens heterosperma	NAY
Bidens laevis	NAY
Bidens lemmonii	NAY
Bidens mexicana	NAY
Bidens odorata	NAY
Bidens pilosa	NAY
Bidens riparia	NAY
Bidens rostrata	NAY
Bidens serrulata	NAY
Bidens squarrosa	NAY
Bidens triplinervia	NAY
Blumea viscosa	NAY
Bolanosa coulteri	NAY
Brickellia cardiophylla	NAY
Brickellia coulteri	NAY
Brickellia cuspidata	NAY
Brickellia diffusa	NAY
Brickellia eupatorioides	NAY
Brickellia filipes	NAY
Brickellia jaliscensis	NAY
Brickellia lanata	NAY
Brickellia magnifica	NAY
Brickellia oliganthes	NAY
Brickellia oreithales	NAY
Brickellia paniculata	NAY
Brickellia pringlei	NAY
Brickellia scoparia	NAY
Brickellia secundiflora	NAY
Brickellia seemannii	NAY
Brickellia subuligera	NAY
Brickellia veronicifolia	NAY
Brickellia worthingtonii	NAY
Calea jamaicensis	NAY
Calea ternifolia	NAY
Calea urticifolia	NAY
Carminatia recondita	NAY
Carminatia tenuiflora	NAY
Carphochaete grahamii	NAY
Centaurea rothrockii	NAY
Cirsium anartiolepis	NAY
Cirsium ehrenbergii	NAY
Cirsium grahamii	NAY
Cirsium rhaphilepis	NAY
Cirsium velatum	NAY
Clibadium arboreum	NAY
Conoclinium mayfieldii	NAY
Conyza bonariensis	NAY
Conyza canadensis	NAY
Conyza coronopifolia	NAY
Conyza microcephala	NAY
Conyza sumatrensis	NAY
Coreopsis cyclocarpa	NAY
Coreopsis petrophila	NAY
Coreopsis rudis	NAY
Cosmos bipinnatus	NAY
Cosmos carvifolius	NAY
Cosmos concolor	NAY
Cosmos crithmifolius	NAY
Cosmos diversifolius	NAY
Cosmos intercedens	NAY
Cosmos linearifolius	NAY
Cosmos montanus	NAY
Cosmos ochroleucoflorus	NAY
Cosmos palmeri	NAY
Cosmos parviflorus	NAY
Cosmos pringlei	NAY
Cosmos scabiosoides	NAY
Cosmos sessilis	NAY
Cosmos sulphureus	NAY
Critonia hebebotrya	NAY
Critonia quadrangularis	NAY
Critoniopsis barbinervis	NAY
Critoniopsis feddemae	NAY
Critoniopsis foliosa	NAY
Critoniopsis salicifolia	NAY
Critoniopsis triflosculosa	NAY
Critoniopsis uniflora	NAY
Chaetymenia peduncularis	NAY
Chaptalia nutans	NAY
Chaptalia runcinata	NAY
Chloracantha spinosa	NAY
Chromolaena collina	NAY
Chromolaena glaberrima	NAY
Chromolaena haenkeana	NAY
Chromolaena odorata	NAY
Chromolaena ovaliflora	NAY
Chromolaena pulchella	NAY
Chromolaena sagittata	NAY
Chrysanthellum indicum	NAY
Dahlia coccinea	NAY
Dahlia pugana	NAY
Dahlia sherffii	NAY
Decachaeta haenkeana	NAY
Decachaeta ovatifolia	NAY
Decachaeta scabrella	NAY
Delilia biflora	NAY
Dendroviguiera quinqueradiata	NAY
Desmanthodium fruticosum	NAY
Dyssodia papposa	NAY
Dyssodia pinnata	NAY
Dyssodia tagetiflora	NAY
Eclipta prostrata	NAY
Egletes viscosa	NAY
Electranthera cuneifolia	NAY
Elephantopus mollis	NAY
Erechtites hieracifolius	NAY
Erigeron coronarius	NAY
Erigeron delphinifolius	NAY
Erigeron exilis	NAY
Erigeron griseus	NAY
Erigeron karvinskianus	NAY
Erigeron longipes	NAY
Erigeron polycephalus	NAY
Erigeron velutipes	NAY
Eryngiophyllum pinnatisectum	NAY
Eupatoriastrum triangulare	NAY
Euphrosyne partheniifolia	NAY
Flaveria trinervia	NAY
Fleischmannia pycnocephala	NAY
Fleischmannia sonorae	NAY
Fleischmannia trinervia	NAY
Galeana pratensis	NAY
Galinsoga parviflora	NAY
Gamochaeta americana	NAY
Gamochaeta sphacelata	NAY
Guardiola carinata	NAY
Guardiola mexicana	NAY
Guardiola rosei	NAY
Guardiola tulocarpus	NAY
Gutierrezia conoidea	NAY
Gutierrezia sericocarpa	NAY
Gymnocoronis latifolia	NAY
Hedosyne ambrosiifolia	NAY
Helenium apterum	NAY
Helenium thurberi	NAY
Helianthus annuus	NAY
Heliomeris multiflora	NAY
Heliopsis novogaliciana	NAY
Heliopsis parviceps	NAY
Heliopsis procumbens	NAY
Heterosperma pinnatum	NAY
Heterotheca chihuahuana	NAY
Heterotheca inuloides	NAY
Hieracium abscissum	NAY
Hieracium crepidispermum	NAY
Hieracium fendleri	NAY
Hieracium pringlei	NAY
Hieracium schultzii	NAY
Hofmeisteria dissecta	NAY
Hofmeisteria mexiae	NAY
Hofmeisteria standleyi	NAY
Hofmeisteria urenifolia	NAY
Hymenostephium cordatum	NAY
Hymenostephium kingii	NAY
Hymenostephium tenuis	NAY
Hymenostephium uniseriatum	NAY
Hymenostephium websteri	NAY
Iostephane heterophylla	NAY
Iostephane madrensis	NAY
Jaegeria hirta	NAY
Jaegeria macrocephala	NAY
Jaegeria pedunculata	NAY
Koanophyllon albicaule	NAY
Koanophyllon monanthum	NAY
Koanophyllon palmeri	NAY
Koanophyllon solidaginifolium	NAY
Kyrsteniopsis nelsonii	NAY
Lactuca intybacea	NAY
Laennecia confusa	NAY
Laennecia gnaphalioides	NAY
Laennecia schiedeana	NAY
Laennecia sophiifolia	NAY
Lagascea angustifolia	NAY
Lagascea decipiens	NAY
Lagascea helianthifolia	NAY
Lagascea palmeri	NAY
Lasianthaea ceanothifolia	NAY
Lasianthaea fruticosa	NAY
Lasianthaea helianthoides	NAY
Lasianthaea macrocephala	NAY
Lasianthaea palmeri	NAY
Lasianthaea rosei	NAY
Lasianthaea seemannii	NAY
Lasianthaea zinnioides	NAY
Leibnitzia lyrata	NAY
Lepidaploa canescens	NAY
Liabellum angustissimum	NAY
Liabellum cervinum	NAY
Liabellum gentryi	NAY
Liabellum palmeri	NAY
Megaliabum pringlei	NAY
Melampodium americanum	NAY
Melampodium appendiculatum	NAY
Melampodium cupulatum	NAY
Melampodium divaricatum	NAY
Melampodium gracile	NAY
Melampodium longifolium	NAY
Melampodium longipes	NAY
Melampodium microcephalum	NAY
Melampodium nayaritense	NAY
Melampodium perfoliatum	NAY
Melampodium rosei	NAY
Melampodium sericeum	NAY
Melampodium strigosum	NAY
Melampodium tenellum	NAY
Melampodium tepicense	NAY
Melanthera nivea	NAY
Mexianthus mexicanus	NAY
Microspermum michoacanum	NAY
Mikania cordifolia	NAY
Mikania micrantha	NAY
Milleria quinqueflora	NAY
Montanoa andersonii	NAY
Montanoa bipinnatifida	NAY
Montanoa karwinskii	NAY
Montanoa leucantha	NAY
Montanoa tomentosa	NAY
Onoseris onoseroides	NAY
Otopappus microcephalus	NAY
Otopappus tequilanus	NAY
Oxypappus scaber	NAY
Packera bellidifolia	NAY
Packera rosei	NAY
Packera toluccana	NAY
Parthenium bipinnatifidum	NAY
Parthenium hysterophorus	NAY
Parthenium tomentosum	NAY
Pectis diffusa	NAY
Pectis linifolia	NAY
Pectis multiflosculosa	NAY
Pectis propetes	NAY
Pectis prostrata	NAY
Pectis purpurea	NAY
Pectis repens	NAY
Pectis uniaristata	NAY
Perityle microglossa	NAY
Perityle rosei	NAY
Perityle trichodonta	NAY
Perymenium buphthalmoides	NAY
Perymenium oxycarphum	NAY
Perymenium pringlei	NAY
Perymenium stenophyllum	NAY
Perymenium uxoris	NAY
Pinaropappus diguetii	NAY
Pinaropappus roseus	NAY
Pippenalia delphinifolia	NAY
Piqueria triflora	NAY
Piqueria trinervia	NAY
Pittocaulon filare	NAY
Pittocaulon velatum	NAY
Pluchea carolinensis	NAY
Pluchea odorata	NAY
Pluchea salicifolia	NAY
Podachaenium eminens	NAY
Porophyllum coloratum	NAY
Porophyllum linaria	NAY
Porophyllum macrocephalum	NAY
Porophyllum pringlei	NAY
Porophyllum punctatum	NAY
Porophyllum viridiflorum	NAY
Psacalium amplum	NAY
Psacalium cervinum	NAY
Psacalium eriocarpum	NAY
Psacalium filicifolium	NAY
Psacalium globosum	NAY
Psacalium goldsmithii	NAY
Psacalium laxiflorum	NAY
Psacalium megaphyllum	NAY
Psacalium nephrophyllum	NAY
Psacalium pachyphyllum	NAY
Psacalium palmeri	NAY
Psacalium peltigerum	NAY
Psacalium platylepis	NAY
Psacalium poculiferum	NAY
Psacalium pringlei	NAY
Psacalium sinuatum	NAY
Pseudelephantopus spicatus	NAY
Pseudognaphalium attenuatum	NAY
Pseudognaphalium bourgovii	NAY
Pseudognaphalium canescens	NAY
Pseudognaphalium chartaceum	NAY
Pseudognaphalium greenmanii	NAY
Pseudognaphalium inornatum	NAY
Pseudognaphalium jaliscense	NAY
Pseudognaphalium leucocephalum	NAY
Pseudognaphalium roseum	NAY
Pseudognaphalium semilanatum	NAY
Pseudognaphalium stramineum	NAY
Pseudognaphalium viscosum	NAY
Pseudogynoxys chenopodioides	NAY
Psilactis brevilingulata	NAY
Roldana angulifolia	NAY
Roldana chapalensis	NAY
Roldana gentryi	NAY
Roldana gonzalezae	NAY
Roldana guadalajarensis	NAY
Roldana hartwegii	NAY
Roldana lobata	NAY
Roldana michoacana	NAY
Roldana pennellii	NAY
Roldana sessilifolia	NAY
Roldana suffulta	NAY
Rumfordia floribunda	NAY
Salmea palmeri	NAY
Sanvitalia procumbens	NAY
Sclerocarpus divaricatus	NAY
Sclerocarpus sessilifolius	NAY
Sclerocarpus uniserialis	NAY
Schkuhria pinnata	NAY
Schkuhria schkuhrioides	NAY
Senecio stoechadiformis	NAY
Sidneya tenuifolia	NAY
Sigesbeckia jorullensis	NAY
Simsia amplexicaulis	NAY
Simsia annectens	NAY
Simsia foetida	NAY
Simsia sanguinea	NAY
Simsia setosa	NAY
Sinclairia glabra	NAY
Sinclairia similis	NAY
Smallanthus apus	NAY
Smallanthus maculatus	NAY
Smallanthus mcvaughii	NAY
Spilanthes urens	NAY
Stevia anadenotricha	NAY
Stevia aschenborniana	NAY
Stevia caracasana	NAY
Stevia dictyophylla	NAY
Stevia elatior	NAY
Stevia eupatoria	NAY
Stevia glandulosa	NAY
Stevia jaliscensis	NAY
Stevia lasioclada	NAY
Stevia lucida	NAY
Stevia micradenia	NAY
Stevia micrantha	NAY
Stevia monardifolia	NAY
Stevia myricoides	NAY
Stevia origanoides	NAY
Stevia ovalis	NAY
Stevia ovata	NAY
Stevia reticulata	NAY
Stevia rosei	NAY
Stevia scabrella	NAY
Stevia seemannii	NAY
Stevia seleriana	NAY
Stevia serrata	NAY
Stevia subpubescens	NAY
Stevia trifida	NAY
Stevia villaregalis	NAY
Stevia viscida	NAY
Steviopsis adenosperma	NAY
Steviopsis dryophila	NAY
Steviopsis rapunculoides	NAY
Symphyotrichum expansum	NAY
Symphyotrichum moranense	NAY
Synedrella nodiflora	NAY
Tagetes erecta	NAY
Tagetes filifolia	NAY
Tagetes foetidissima	NAY
Tagetes hartwegii	NAY
Tagetes jaliscensis	NAY
